text,class
@Cost2Build_UK @amazon Fingers crossed <U+0001F496><U+0001F91E><U+0001F60D>,Neutral
"RT @ETMarkets: A disappointing quarterly report from @amazon wiped $65 billion off the online retailer's m-cap!
https://t.co/MI5PjOQZ0z",negative
@Amazon is fraud,negative
Jetzt NEU Götter in Weiß - Folge 4 der Krimi-Serie Ostfriesenklinik: Ostfrieslandkrimi ... https://t.co/cDcK9YKGNP via @amazon,Neutral
RT @Cost2Build_UK: We're giving away a £20 @amazon gift card. All you have to do to enter is follow us &amp; RT this post. We’ll announce the w…,Neutral
https://t.co/KeVrafwVuj: Buying Choices: Development Boards &amp; Kits - PIC / DSPIC Line-Foll...… https://t.co/3fFyistQKG,Neutral
"RT @grajohnt: When you come up to my door this #Halloween , you get a bad joke from a talking triceratops skull! Made with @arduino, an @ad…",negative
@WOACrystalBall @jpitney @amazon Bleach is sodium hypochlorite with the formula NaClO. Chlorine dioxide (ClO2 - a g… https://t.co/j2d7UIiwsA,Neutral
"@amazon Sales Disappoint, But Profit Growth Poses Industry Threat https://t.co/cF5FNEfMwP https://t.co/3gXGPwm6ar",negative
"RT @reggieaqui: I went to California’s first @amazon ‘Go’ store in #SF #Fidi . Scan your app on the way in, pick up items and just walk out…",Neutral
@Nikki_Draws @AndiEwington @amazon You will regret that,negative
@amazon  guy if you want alexa to continue to get better you need to add more mobile phone skill and bussiness need… https://t.co/SMyirpdMeQ,positive
". @amazonIN Time + X = Timex
@amazonIN @amazon 

#GreatestFestiveSale https://t.co/PDWXILpKYS",Neutral
@ukvoteremain It is a mystery to me why @amazon would price ebooks higher than the paper version. #greed I guess..,negative
Hidden Spy Camera Car Key - Keychain Motion... by Dream Co. for $25.97 https://t.co/NwPT0AB7vF via @amazon,Neutral
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
Just ordered two books and more stuff off @amazon gotta use this prime membership to the max Son!,Neutral
@KylieJenner @KylieJenner0111 @KendallandKylie @amazon @amazonlifestyle <U+0001F609>,positive
RT @maths_exam: 100 Challenging Mathematical Word Problems And Solutions: Assessment Lessons ... https://t.co/1Gcrz7MGeo via @amazon,negative
"RT @grajohnt: When you come up to my door this #Halloween , you get a bad joke from a talking triceratops skull! Made with @arduino, an @ad…",negative
ViView Video Recording Camera Hat Cap Wide An... by ViView https://t.co/mh0ZyoYMtE via @amazon,Neutral
33% OFF #sale #save #wireless #remote @amazon Etekcity Remote Control Outlet Wireless Light Switch for Household Ap… https://t.co/1vM8Fe6c4b,Neutral
14% OFF #sale #save #wirelesscharger #Belkin @amazon Belkin Boost Up Qi Wireless Charging Pad for Samsung (15 W) /… https://t.co/wajGVPohqm,positive
@amazonIN Time + X = Timex @amazonIN @amazon #GreatestFestiveSale https://t.co/58lJK4kT8f,Neutral
"Available exclusively through @amazon October 30, the #StarWars #SmugglersGuide: Notes from the Underworld (Deluxe… https://t.co/LoGAGDI7R7",positive
RT @SPMiskowski: \Beautifully written and relentlessly suspenseful.\ - Lucy Taylor https://t.co/wlYTBoz8IJ via @amazon,Neutral
RT @SPMiskowski: This Is Horror 2017 Novel of the Year https://t.co/sWP9L7KXLQ via @amazon,Neutral
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
RT @SPMiskowski: 2017 Bram Stoker Award Nominee for Superior Achievement in a Novel https://t.co/sWP9L7KXLQ via @amazon,positive
RT @SPMiskowski: Charles Dexter Award for Favorite Novel of 2017 from Strange Aeons Magazine https://t.co/sWP9L7KXLQ via @amazon,positive
"RT @more_orji: @PaisaBazaar_in @amazon Excited for the results of the #PaisaQuiz ! Following @PaisaBazaar_in stories on every platform! 

F…",positive
RT @schmidmartina1: #Bestseller in \militätische Biografien &amp; Erinnerungen\:  Die schwärzesten Tage: Flucht aus Pommern 1945 von Martina Sc…,negative
RT @sandrayearman: Brother Kings ...The Warrior Series...Vol 1... by Sandra J Yearman https://t.co/JZWIp01HQW … via @amazon #series #fantas…,Neutral
RT @LolaMartin67: Zeitzeugenbericht: Krieg u. .. : 1941 - 1948: Die sieben längsten Jahre meines Lebens von K.H. Hartmann https://t.co/rjLl…,negative
\These 13 eerie stories...will thrill fans of clever horror.\ - Publishers Weekly Starred Review https://t.co/LwSQPp8xyM via @amazon,positive
RT @OliverMcGee: @charliekirk11 .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee htt…,Neutral
RT @AlfaSengupta: The best distressed oriental rugs under $200 on @amazon ! <U+0001F917> https://t.co/Tdpv039fDE This one in my house was under $150 a…,Neutral
"RT @A_Verdaguer: Aquesta setmana la biografia de l'empresari, patriota i mecenes de la cultura catalana #JosepVilaSivill de @RDalmauEditor…",Neutral
Hidden Camera Keychain WiFi DVR Recorder Fu... by Fuvision for $49.99 https://t.co/5bHu7JmZMz via @amazon,Neutral
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
RT @UnsolicitedP: Back in stock: To Square a Circle by T.K. Lee for $16.00 https://t.co/6xNW7god9J via @amazon #poetry,Neutral
Charles Dexter Award for Favorite Novel of 2017 from Strange Aeons Magazine https://t.co/sWP9L7KXLQ via @amazon,positive
2017 Bram Stoker Award Nominee for Superior Achievement in a Novel https://t.co/sWP9L7KXLQ via @amazon,positive
This Is Horror 2017 Novel of the Year https://t.co/sWP9L7KXLQ via @amazon,Neutral
"RT @Assnarchist1: @liverpoolmexico @YoSoyArturo17 No compres videojuegos si lo vas a hacer en la tienda en línea, nunca llegan, por mas pro…",Neutral
"RT @MarieLa87033422: @MarkSKrikorian @amazon Thank you for this update on the outrageous #OPT program. Please note, $25 million to Amazon i…",Neutral
"Hidden Spy Camera Pen, Portable Mini Pen Came... by WBESEV https://t.co/JV29NCGEMT via @amazon",positive
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
Mordsverlust: Thriller (Dreiflüssekrimi 4) von Natalie Schauer https://t.co/xiF9SKSnbT via @amazon,Neutral
#NotSorry #Sweepstakes @amazon  A: Reece’s Peanut Butter Cups #yumm https://t.co/Hytl4YhtdE,Neutral
RT @MarkSKrikorian: .@Amazon gets a federal subsidy of about $25 million per year for NOT hiring Americans &amp; hiring foreign \students\ (who…,Neutral
@ZakkWyldeBLS @Spotify @iTunes @AppleMusic @amazon @WyldeAudio @DeathWishCoffee @zakk_sabbath @OzzyOsbourne Another reason,Neutral
RT @Plambert001: The Bug Out Gardening Guide: Growing Survival Food When It Absolutely Matters... https://t.co/8pkIUM3lej via @amazon #prep…,Neutral
"@amazonIN Time + X = Timex
@amazonIN @amazon 

#GreatestFestiveSale https://t.co/bLWrPn46IY",Neutral
@EdenTrainingUK @amazon @Love2shop_UK Great site,positive
"“Everyone needs to read this story.” - Gemma Files, The Outer Dark https://t.co/wlYTBoz8IJ via @amazon",negative
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
RT @Plambert001: The Solitary Man’s Refuge: Post Apocalyptic Prepper Fiction Dystopia by Ron Foster https://t.co/upsb4DHe5M via @amazon #pr…,negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
RT @FDS_NaturallyMe: #RT FINAL DRAFT ELEMENTS OF SURPRISE #mustread #scifi and #fantasy  https://t.co/NRteygCYOo... via @amazon,Neutral
"Pink Energy Creme, Krampfadern behandeln Einhorncreme ® https://t.co/hiC3m1ksKA via @amazon",Neutral
"RT @shschaumburg: A. REESE’S Peanut Butter Cups 
#NotSorry #Sweepstakes  @Amazon https://t.co/MbO6iRMtZh",Neutral
"Spy Camera Watch Built-in 32GB, 1080P Hidol... by Hidoli for $45.99 https://t.co/0DhzcGwf1x via @amazon",Neutral
"Clossing my @amazonIN  account for good. After cheating and fraud noone replied to my email, i got no communication… https://t.co/gHNHZt1pVC",negative
2 Pfund (908 Gramm) Getrockneter Longan Fruchtfleisch Grade A aus Guangdong (... https://t.co/hdV2jD5lQE <U+6765><U+81EA> @amazon,Neutral
@Liam_Kay @devex @daveainsworth4 I'm all for encouraging giving to charities but for it not to be too easy and inst… https://t.co/3xoJOmcZ0g,positive
RT @alokspeaks: @amazonIN @AmazonHelp @amazon #AMAZON has become a synonym of #Mental_Harassment #Pathetic_Service,Neutral
RT @OliverMcGee: .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee https://t.co/LGKhH…,Neutral
1 Pfund (454 Gramm) Getrocknete Meeresfrüchte Kleine cuttlefish aus Süd-China... https://t.co/gJSjexXzoZ <U+6765><U+81EA> @amazon,Neutral
RT @BooksOfChaos: Infinite copies of me. Printed on demand @amazon,Neutral
Vakuum verpackt Abalone Snack 2 Pfund (908 Gramm) aus China Sea JOHNLEEMUSHRO... https://t.co/XpRWOXrtFX <U+6765><U+81EA> @amazon,Neutral
1 Pfund (454 Gramm) hochwertiges gegrilltes Rindfleisch ruckartig von der Yun... https://t.co/Sd5PpvcBjL <U+6765><U+81EA> @amazon,Neutral
Wow.. What a great service by @amazonIN.. The Amazon delivery people block the number if we call them.. That was sh… https://t.co/k46cdjVYMO,positive
RT @dlfinnauthor: A LONG WALK HOME: A Christmas Novelette by D.L. Finn https://t.co/xmSgWDb5oh via @amazon,Neutral
2 Pfund (908 Gramm) Kiwi Obst geschnitten getrocknete Scheiben von Yunnan (<U+4E91><U+5357>... https://t.co/rQlak9RcoU <U+6765><U+81EA> @amazon,Neutral
RT @jumpynmedia: We have a £15 @amazon gift card to give away! Just RT &amp; follow for a chance to #win. We’ll announce the winner on Sunday 2…,positive
RT @OliverMcGee: @SaraCarterDC @RealCandaceO @charliekirk11 @DonaldJTrumpJr @FoxNews .@Amazon 2012! “Jumping The Aisle: How I Became a Blac…,Neutral
"Gelbe Chrysantheme Bud Kräutertee 500 Gramm, 100% natürliches Kraut von Kaise... https://t.co/zBf8c6mCYv <U+6765><U+81EA> @amazon",Neutral
RT @jumpynmedia: We have a £15 @amazon gift card to give away! Just RT &amp; follow for a chance to #win. We’ll announce the winner on Sunday 2…,positive
"RT @Dolors111068: Booktrailer oficial de la primera antología del @CirculoFantasia 
\Dragones de Stygia\ 
Podéis descargarla en @Amazon en…",Neutral
2 Pfund (908 Gramm) Süße Tamarinden getrocknete Früchte aus Yunnan China (<U+4E91><U+5357> ... https://t.co/H1X4k2bk7M <U+6765><U+81EA> @amazon,Neutral
"Camera Glasses 1080P,Towero Spy Video Sunglas... by Towero https://t.co/kd7gL46Iqb via @amazon",Neutral
"Kostbare Kollektion Pu Erh Schwarzer Tee Kuchen 350 g Produziert in 2008, höc... https://t.co/031GJfGjHM <U+6765><U+81EA> @amazon",Neutral
Gaming AMD way: [Ryzen 1200 3.1GHz Quad-Core &amp; GTX 1050 Ti Edition 4GB] SkyTech Gaming PC  https://t.co/2g2qSuMgBE… https://t.co/zo9AIEGYFe,Neutral
Austernpilze getrocknet 310 Gramm Himalayas Mushroom &amp; Truffles https://t.co/3tBkLEDK8t <U+6765><U+81EA> @amazon,Neutral
Una novela que recomiendo leer. @SPARTisparti vía @amazon https://t.co/P64LchKlt9 https://t.co/RS2aO3zl5Y,negative
"Mira lo que me recomienda hoy Amazon, @MasTwitts <U+0001F60A>
La aventura de tu cerebro  https://t.co/H0a4fcMDXu vía @amazon",Neutral
HD 1080P Polarized Sunglasses with Mini Hid... by YAOAWE for $45.99 https://t.co/MbNymJjEWY via @amazon,Neutral
Berühmte Himalaya Frische Trüffel in Olivenöl Gesamtgewicht 6 Unze (170 Gramm... https://t.co/D3oIKrmhwf <U+6765><U+81EA> @amazon,Neutral
RT @readtiafanning: Now on #Amazon! Rhyme &amp; Reason: My Life in Poems by Ilene Goff Kaufmann https://t.co/SSAlS1wCss via @amazon and @lovemy…,Neutral
Geschälte Ginkgo Frucht 1000 Gramm Grade A aus Yunnan (<U+4E91><U+5357><U+767D><U+679C><U+94F6><U+674F>) JOHNLEEMUSHROO... https://t.co/BB4FIGBkT2 <U+6765><U+81EA> @amazon,Neutral
700 Gramm Kräutertee Chrysanthemenblume getrocknet 100% natürlich JOHNLEEMUSH... https://t.co/cgybdk45t6 <U+6765><U+81EA> @amazon,Neutral
@AmazonHelp Now i get msg return couldnt be completed as package wasnt ready. NO ONE CAME MOBILE UNREACHABLE &amp; LAME… https://t.co/MMOgrC0WRx,Neutral
Getrocknete Longan Vollfrucht 1000 Gramm Klasse A aus Guangdong(<U+5E7F><U+4E1C><U+6842><U+5706><U+5E72>) JOHNLE... https://t.co/EGWShXgBuL <U+6765><U+81EA> @amazon,Neutral
@amazonIN @amazon TIMEX,Neutral
Took @amazon a while to get it posted but my review of @RJ_Young's masterpiece finally popped up. Would love to kno… https://t.co/tB8bN5SYBH,positive
Therawell by Upper Canada DIY Body Roller M... by therawell for $10.10 https://t.co/geVVgsEPTz via @amazon,Neutral
@73steven @UPS_FR Toujours mieux que posé par terre sur le trottoir devant la porte de l’immeuble <U+0001F644><U+0001F621> @amazon,Neutral
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
"RT @MarkBowsherFilm: “...the imagination of the author is bottomless. Just like the cover of the book, soon enough you'll find yourself fal…",positive
Check out this Amazon deal: Biochemistry by Jeremy M. Berg https://t.co/iRl9iQ8RSj via @amazon,Neutral
"RT @game_on_guy: I need one of these.<U+0001F600> Salt gamer t-shirt, funny gamer t-shirt #tshirt #gamertshirt #gamergift @SemiMong https://t.co/bZ9i3…",negative
"Cameron's Coffee Single Serve Pods, Organic... by Cameron's Coffee for $49.06 https://t.co/VXhdeeqROl via @amazon",Neutral
@udochiokeke1 @amazon The accent can't be programmed <U+0001F601>,negative
RT @OliverMcGee: .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee https://t.co/LGKhH…,Neutral
Gamers Paradise: iBUYPOWER Real Gaming PC Desktop 9200 i7-8700K 6-Core by iBUYPOWER https://t.co/gFwgiHOzqZ via @amazon #onlyDiscounted,positive
<U+300C><U+30AA><U+30BF><U+30AF><U+306B><U+306A><U+308C><U+306A><U+3044><U+30A2><U+30CB><U+30E1><U+597D><U+304D><U+306E><U+672C> (<U+6D41><U+884C><U+6279><U+8A55>SPECIAL EDITION)<U+300D> <U+3092> 190 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/hRNdjXXRPy,Neutral
"RT @KZ_Howell: Messages passed down through the centuries in legend and stone.
Technology left behind by ancient visitors. 
The line betwee…",Neutral
"RT @Smiley_Woo: Birthday Girl Diva Gift T-Shirt via @amazon

#HappyBirthday #BirthdayGirl #Pigs #ThreeLittlePigs #Diva #Glam #BorninFeb

Or…",negative
"RT @MobiHealthNews: .@amazon launches connected medical device brand focused on diabetes, cardiovascular disease https://t.co/kmNkQrQnSN",Neutral
The Case Of The Torn Yellow Socks: Inspector Cullot Mystery Series Book 4 by ... https://t.co/I2rZUVh69n via… https://t.co/gJxZvXuEl7,negative
"RT @SnoopDogg: From Crook to Cook, servin up all ur recipe needs to get ur kitchen game right! Get ur copy today on @amazon! https://t.co/M…",Neutral
Discounted: 2018 Lenovo ThinkCentre M91p TremendousTower Desktop by Lenovo only for $289.99 https://t.co/WBKxYsmdP0 via @amazon,Neutral
"RT @ShahinKhoeini: @kashspirit37 @amazon @facebook Now you’re reading my mind?! I seriously doubt that you’re that smart.
And what on earth…",negative
"Dear @amazonIN @AmazonHelp @amazon, 
This is what happens when Prime customers like us keep quiet and don't protest… https://t.co/kN4xby79EP",positive
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
"RT @ETMarkets: A disappointing quarterly report from @amazon wiped $65 billion off the online retailer's m-cap!
https://t.co/MI5PjOQZ0z",negative
"RT @JimThalman: Diane
available on <U+2066>@amazon<U+2069> <U+2066>@Fandango<U+2069> <U+2066><U+2066>@VuduFans<U+2069> <U+2066>@iTunes<U+2069>. Check out this thrilling film rated 86% <U+2066>@RottenTomatoes<U+2069>…",positive
Education is important but Baseball is importanter T Shirt Tees Baseball is i... https://t.co/2NHFsMLpn9 via… https://t.co/Uxa7BdUMP4,positive
"RT @MobiHealthNews: .@amazon launches connected medical device brand focused on diabetes, cardiovascular disease https://t.co/kmNkQrQnSN",Neutral
"#DJI Inspire 2 #Drone by DJI for $2,724.94 https://t.co/wa8kpcWq6f via @amazon",positive
"RT @RonWyden: Widespread facial recognition is coming, but corporations like @amazon and government agencies don’t have protections in plac…",positive
Un autor sorprendente. ¡No te defraudará! @SPARTisparti vía @amazon https://t.co/P64LchKlt9 https://t.co/47RBuxKp9D,Neutral
Liquid oxygen drops Stabilized liquid oxygen drops Performance Supplement sto... https://t.co/3hZ4eoGUP5 via @amazon,Neutral
"RT @ZoeTasia: Blinked by Zari Reede https://t.co/gl8hmNxGrB via @amazon
In the mood for Mardi Gras, magic, and mayhem? Read Blinked!",positive
"#DJI Mavic Air Fly More Combo &amp; DJI Goggles ... by DJI for $1,328.00 https://t.co/T68cc6jXpb via @amazon",Neutral
<U+300C><U+4E09><U+9DF9><U+306E><U+68EE><U+30B8><U+30D6><U+30EA><U+30ED><U+30DE><U+30F3><U+300D> <U+3092> 93 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/x9pGQXLGTm,Neutral
38% OFF #sale #save #sentrysafe #safe @amazon SentrySafe SFW123GDC Fireproof Safe and Waterproof Safe with Digital… https://t.co/XScx2oWZcg,positive
24% OFF #sale #save #DeLonghi #coffee #coffeemachine @amazon DeLonghi BCO430 Combination Pump Espresso and 10-cup D… https://t.co/WjUIAaQOe4,Neutral
Hello @amazon I’m not having any luck getting a response from your customer service team as I still have received m… https://t.co/Kr1TPfAq0T,positive
"<U+9280><U+7E01><U+773C><U+93E1><U+306E><U+7269><U+4E5E><U+3044><U+30EA><U+30B9><U+30C8> https://t.co/OmXJiORHPo @amazon<U+3055><U+3093><U+304B><U+3089>
<U+3064><U+3044><U+306B><U+8A2D><U+7F6E>",Neutral
@MeadeJordan Thank you for that review - really chuffed you are enjoying it even at that disgraceful £1.69 special… https://t.co/XcEdp3DK7b,positive
RT @udochiokeke1: Programming @amazon Alexa to pronounce Igbo names using the International Phonetic Alphabet (IPA). I think she is getting…,Neutral
Now discounted: Fire TV Stick with Alexa Voice Remote streaming media player by Amazon https://t.co/Vd17scjACF via @amazon #onlyDiscounted,Neutral
"@driftingkiwi @1Dad1Kid I’ll have to compensate by taking full advantage of @amazon, @stitchfix, @TrunkClub, and AL… https://t.co/AUZe39MGKv",positive
RT @OliverMcGee: @charliekirk11 .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee htt…,Neutral
"@Google @Amazon @Facebook @Microsoft @Twitter are bending the knees in front of dictatorships, political pressure o… https://t.co/J1THmRLqhV",Neutral
MOJO JEWELRY Mood Ring Changing Color for Adults Eagle Mens Ring Antique Ster... https://t.co/nGxzsgUBN4 via @amazon,Neutral
#NintendoSwitch – Neon Red and Neon Blue Joy con... by Nintendo for $299.00 https://t.co/39NAYgvlSZ via @amazon,positive
RT @AuthorErikDean: Crueler and More Unusual: Four more short stories of judicial horror (Cruel a... https://t.co/HEMaCO5AdJ via @amazon,negative
"Order ID:  402-6011968-4929956
U fraudster &amp; cheater...Where is my refund???????
@amazonIN @amazon @ConsumerCom… https://t.co/nIkxoBHE4p",Neutral
RT @gracetheewriter: The Affair 1 &amp; 2: a New Adult Series by... Reply w/ #AmazonCart for a free sample http://t.co/0qyl50agfZ via @amazon,positive
@A1M_Higher @amazon @JeffBezos @amazonfiretv It so mesmerizing.,positive
RT @TamaraMcCleary: All the ways @Amazon's #AI brought me the socks I am wearing right now https://t.co/YofnId9sia via @CNN #automation #ro…,positive
"RT @grajohnt: When you come up to my door this #Halloween , you get a bad joke from a talking triceratops skull! Made with @arduino, an @ad…",negative
RT @Aurelie_JEAN: #ToRead dans @LePoint #LesInvitésDuPoint mon #article sur pourquoi il faut défendre @amazon  pour lutter contre la politi…,Neutral
@VideoThinkNet @mark_riedl @NipsConference @facebook @IBMResearch @Microsoft @amazon @NvidiaAI @intel @Uber… https://t.co/4SzmTqmQrA,Neutral
"STELLENANGEBOT: #Versandmitarbeiter (m/w) bei #Amazon in Winsen (Luhe)
<U+0001F465> Unternehmen: @Amazon.co.uk
<U+231A> 40 Stunden pr… https://t.co/EejPaRxyEV",Neutral
"G-Punkt-Vibrator, 15,5 cm - Leise-Leicht-G-Punkt-Gpunkt-G-Spot-Gspot Vibrator... https://t.co/WPNYNuzHS1 via @amazon",Neutral
@sudhirsudhir201 @JeffBezos @MaiselTV Yes. That’s very common. @amazonIN does that for all. You are not exception a… https://t.co/npTp8kCmMd,Neutral
@AmazonHelp @amazon  @AmazonUK https://t.co/Z20JLXZwZT,Neutral
"@amazon  After 3yeras of members as customer and using this web as primary I REGRET. 

I have order on 10th by full… https://t.co/peGfsNPyKZ",negative
@amazonIN @amazon @oneplus  can you please answer to this tweet???,Neutral
WHERE ARE MY NAMANANA ALBUMS @amazon @AmazonHelp,Neutral
RT @SharerTech: #reviews I am a twitter fan and want to review something here and instagram and even on youtube so please can any company s…,Neutral
"#Profits for @amazon continued to soar, reaching $2.9 billion, or $5.75 per share. (quarter) https://t.co/Ou3uYQfIJe",Neutral
<U+300C><U+751F><U+5E74><U+6708><U+65E5><U+3067><U+308F><U+304B><U+308B><U+6027><U+683C><U+3068><U+76F8><U+6027><U+5360><U+3044><3><U+662D><U+548C>9·18·27·36·45·54·63<U+5E74>·<U+5E73><U+6210>9<U+5E74><U+751F><U+307E><U+308C><U+306E><U+4EBA> (<U+7523><U+5FC3><U+30D6><U+30C3><U+30AF><U+30B9>)<U+300D> <U+3092> 400 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/5zJZL9KnYV,Neutral
@AmazonHelp @amazonIN @amazon @AmazonUK @AmazonKindle NO ONE IS THERE ALIVE TO SUPPORT IN SELLER SUPPORT INDIA TO A… https://t.co/xph2YrWgRN,positive
"Eena, The Tempter's Snare (The Harrowbethian Saga) (Volume 5) by Richelle E. ... https://t.co/xN7IbXyCMh via… https://t.co/wbiFJQZVVH",negative
"RT @greggutfeld: my monologue on why i hate @google and love @amazon 
https://t.co/kpHPNJWbEF",Neutral
Schönes #Wochenende mit Ein Klang der Seelen - berührender #Roman über https://t.co/4821VcbDrp über #Liebe #Heilung… https://t.co/rvG7EzvmXU,Neutral
@AmazonHelp really pathetic .. twitter help is more worst than customer service . You guys suck in service @JeffBezos @amazon @amazonIN,negative
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
"@MarkSKrikorian @amazon EVERY American should read this. If you can get past it, without being upset, consider how… https://t.co/GLFjaHi7iF",negative
"RT @cyallowitz: Spend the #weekend with a #vampire action adventure full of #magic &amp; mayhem.

WAR OF NYTEFALL: LOST is now Available!

http…",Neutral
"@pronoobbhatta @AmazonHelp @amazonIN @amazon It will come down, in last sale a week or so back, it came down and st… https://t.co/QFBzh6GKun",Neutral
@MalcolmNance @amazon We are not a “Democracy”. We are a “Constitutional Republic”,Neutral
RT @OliverMcGee: @RealCandaceO .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee http…,Neutral
RT @KZ_Howell: The NSA is persistent. They hire a protégé of Professor Bench to keep the Dream State program alive and working towards a wo…,Neutral
RT @rahrichardh: My latest Paper -Amazon pops up on Baker Street - what this tells us about @AmazonUK @amazon and what this store will tell…,Neutral
RT @jennie_me: 4 days to get a next day delivery @amazon to many failed promises!,Neutral
POLVO QUITA MALDICION - Jinx Removing - Polvos con Color Original - Santeria ... https://t.co/fuqyUa6ewP via @amazon,Neutral
"@torenza @AmazonHelp @amazonIN @amazon I wish I could, but the discount was 60% , and that is huge . Maybe it won't… https://t.co/uXpJmg95lm",Neutral
Why did @amazon do me dirty like that?!,Neutral
"RT @MarieLa87033422: @MarkSKrikorian @amazon Thank you for this update on the outrageous #OPT program. Please note, $25 million to Amazon i…",Neutral
Let’s go Dodgers ! Game three is going to the 6th hour! Don’t overeat! Chew OMG - Gum! @omg_gum @Dodgers @FOXLA… https://t.co/et4WcIwYr6,Neutral
"RT @sherlockmichael: #Gods, Fairies, and Fanatics: Essays on #Atheism and #Religion 

The paperback version is now available on @Amazon. If…",Neutral
RT @MarkSKrikorian: .@Amazon gets a federal subsidy of about $25 million per year for NOT hiring Americans &amp; hiring foreign \students\ (who…,Neutral
"RT @more_orji: @PaisaBazaar_in @amazon Excited for the results of the #PaisaQuiz ! Following @PaisaBazaar_in stories on every platform! 

F…",positive
(Episode 2354) Amazon Prime Unboxing: Chillax Premium Slim Lunch Ice Packs Set of 5 @amazon: https://t.co/DuJFhJCk0W via @YouTube,Neutral
RT @sandrayearman: Brother Kings ...The Warrior Series...Vol 1... by Sandra J Yearman https://t.co/JZWIp01HQW … via @amazon #series #fantas…,Neutral
#startup <U+0001F632> <U+2066>@AvivaFrance<U+2069> signe un partenariat avec <U+2066>@amazon<U+2069>. La filiale de l'assureur britannique propose à ses c… https://t.co/2CWlRAGdmi,Neutral
RT @riburoby: #DJI Phantom 3 Professional #Quadcopter 4K UHD Video... by DJI for $729.00 https://t.co/1xD72eMTfj via @amazon,Neutral
"RT @KZ_Howell: Messages passed down through the centuries in legend and stone.
Technology left behind by ancient visitors. 
The line betwee…",Neutral
"RT @JossyLo03: Diana aceptó comenzar desde cero,sin imaginar que su vida daría un giro de 360. Alex nunca pensó que ella lograría que creye…",Neutral
I have never seen @amazon get this much negative reviews. They are getting (rightfully) killed for \scamming\ peopl… https://t.co/I3PHqe7vbs,negative
@pronoobbhatta @AmazonHelp @amazonIN @amazon Try returning it. You can get the refund . And maybe order it again wh… https://t.co/zdmJV5Xwj5,positive
#Silvesto India Jaipur Traditional Oxidized Silver Beautiful Color #Fashion Handmade Drop #Earring And Ganesha… https://t.co/eevjlZHPm6,positive
@Amazon reports 3rd straight quarter of triple-digit ad revenue growth by @AmyGesenhues https://t.co/M8aLWg2Usv https://t.co/bW4zTcVPxR,Neutral
"RT @Loly1530: Enamórate de esta historia de desencuentros, alegrías y lazos irrompibles... su propia magia. <U+2764><U+FE0F> https://t.co/Ym9fsymTuC <U+2764><U+FE0F>@a…",Neutral
Gucci GG0141S 002 Havana Square Sunglasses Gucci https://t.co/OlReJJc9CX via @amazon,Neutral
"RT @HarshaWalia: another reason to boycott @amazon 

report out today about how big tech like Amazon is helping ICE track, detain, and depo…",positive
@MalcolmNance @amazon Great book!!,positive
"#Rolex Oyster Perpetual Cosmograph Daytona by ROLEX DAYTONA for $64,975.00 https://t.co/NTJUZrW1oa via @amazon",Neutral
"@mikeschussler @thabileoka @SAInvestmentCo @Ryk_van_Niekerk @Naspers @TAKEALOT @AlibabaGroup @amazon Agree, but don… https://t.co/VD0HWP3JS1",Neutral
@pronoobbhatta @AmazonHelp @amazonIN @amazon And once again @AmazonHelp @amazonIN @amazon please do fix it up. Not… https://t.co/nG6Qg2yq6a,Neutral
"#Apple #iPhone 6 Unlocked Cellphone, 16GB, Gold by Apple for $265.00 https://t.co/F9xp2fbAor via @amazon",positive
"RT @the_best_offer: Save 80 % with promo code 807MSLJW #sale #save #promocode #coupon @amazon GUIYU for Phone 10 Case, Ultra Thin &amp; Light S…",Neutral
#DJI Phantom 3 Professional #Quadcopter 4K UHD Video... by DJI for $729.00 https://t.co/1xD72eMTfj via @amazon,Neutral
